configurationDescription,configurationSchema,data,description,documentationUrl,emptyConfiguration,flags,hasRun,hasUI,ico32,ico64,id,longDescription,name,type,uiOptions,uri
102,,{},{},sync api calls to docker components via direct url to docker workers,https://developers.keboola.com/extend/common-interface/actions/,{},[excludeFromNewList],False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/docker-demo-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/docker-demo-64-1.png,keboola.docker-actions,,Docker actions,other,{},https://docker-runner.keboola.com
103,,{},"{u'definition': {u'type': u'fooBar', u'uri': u'keboola/gelf-test-client'}, u'configuration_format': u'json', u'logging': {u'type': u'gelf', u'gelf_server_type': u'udp'}}",Docker Log test,,{},[excludeFromNewList],False,False,,,keboola.docker-log-test,,Docker Log test,application,{},https://syrup.keboola.com/docker/keboola.docker-log-test
104,,{},"{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docs-docker-example-parameters'}, u'process_timeout': 21600, u'configuration_format': u'json', u'memory': u'8192m'}",Documentation Example,https://developers.keboola.com/extend/docker/,{},"[genericDockerUI, genericDockerUI-tableInput, genericDockerUI-tableOutput, excludeFromNewList]",False,False,,,keboola.docs-docker-example-parameters,,Documentation Example,application,{},https://syrup.keboola.com/docker/keboola.docs-docker-example-parameters
105,,"{u'type': u'object', u'properties': {u'#apiAccessId': {u'minLength': 1, u'required': True, u'format': u'password', u'type': u'string', u'title': u'API Access ID'}, u'#apiAccessToken': {u'minLength': 1, u'required': True, u'format': u'password', u'type': u'string', u'title': u'API Access Token'}}, u'title': u'Config'}","{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'image_parameters': {u'default_bucket': True}, u'default_bucket_stage': u'in', u'process_timeout': 3600, u'configuration_format': u'yaml', u'memory': u'512m', u'default_bucket': True, u'cpu_shares': 1024}",The most powerful and flexible cloud call center platform,,{},"[genericTemplatesUI, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-babelforce-32-2.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-babelforce-64-2.png,keboola.ex-babelforce,Extract data from babelforce.com (http://babelforce.com/),babelforce,extractor,{},https://syrup.keboola.com/docker/keboola.ex-babelforce
106,,"{u'required': [u'dataset'], u'type': u'object', u'properties': {u'dataset': {u'enum': [u'in.c-ex-currency.rates', u'in.c-ex-currency.rates-usd'], u'type': u'string', u'options': {u'enum_titles': [u'Currency Rates (EUR)', u'Currency Rates (USD)']}, u'title': u'Dataset:'}}, u'title': u'Configuration schema'}","{u'definition': {u'tag': u'1.0.1', u'type': u'quayio', u'uri': u'keboola/curated-data-extractor'}, u'image_parameters': {u'#storage_token': u'KBC::ComponentEncrypted==UNRuYT8XS40OzLr28CS03UzMSYIJJ24czo/RyJmXSt/cSohRXFg7benYo3m1YR/CsGRkfg+6zwhHtPmfm2RpsR9vizibOFCFIJodVX47MeHb207ad51RCIb/26t1H4OfouOUWNt6BI6WfYTFHw4Qbw=='}, u'process_timeout': 3600, u'network': u'bridge', u'configuration_format': u'json', u'memory': u'512m', u'synchronous_actions': [u'list'], u'cpu_shares': 1024}",Extracts universally available datasets (e.g. Currency rates),,{},"[encrypt, genericDockerUI, genericDockerUI-tableOutput, appInfo.dataIn, excludeFromNewList]",False,False,,,keboola.ex-curated.data,,Curated Data,extractor,{},https://syrup.keboola.com/docker/keboola.ex-curated.data
107,"You only need to select source currency. The name of the output table will be automatically generated (in.c-keboola-ex-currency-XXX.rates). 

The output table contains columns:

- id - Primary key of the table.
- date - Date for which the rate is valid in YYYY-MM-DD format.
- fromCurrency ('USD' or 'EUR' depending on what you select).
- toCurrency - Code of the desination currency.
- rate - Exchange rate.
- source - Always 'ECB'.","{u'required': [u'dataset'], u'type': u'object', u'properties': {u'dataset': {u'enum': [u'', u'in.c-ex-currency.rates', u'in.c-ex-currency.rates-usd'], u'type': u'string', u'options': {u'enum_titles': [u'', u'EUR', u'USD']}, u'title': u'Source Currency:'}}, u'title': u'Configuration schema'}","{u'definition': {u'tag': u'latest', u'type': u'quayio', u'uri': u'keboola/curated-data-extractor'}, u'image_parameters': {u'#storage_token': u'KBC::ComponentEncrypted==GV3qojgsO3KogaNOJ5QkL0gz5G2/fO7pAUFREUdofGpTgZcuBuixPbqhSEOKyJ8ICMkT9a9Kd/7K6FY1JYF22+sQC5T7lhq6pGLc87WXTGCIEliRtP/UnGa4JbOig3udnzAzZcJV3ycVUHY6W1lV2Q=='}, u'default_bucket_stage': u'in', u'process_timeout': 3600, u'network': u'bridge', u'configuration_format': u'json', u'memory': u'512m', u'synchronous_actions': [u'list'], u'default_bucket': True, u'cpu_shares': 1024}",Provides daily currency exchange rates.,,{},"[encrypt, genericDockerUI, appInfo.dataIn]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-currency-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-currency-64-1.png,keboola.ex-currency,"This component allows you to extract currency exchange rates as published by [European Central Bank (ECB)](http://www.ecb.europa.eu/stats/exchange/eurofxref/html/index.en.html)

The exchange rates are available from base currency (either USD or EUR) to 30 destination currencies (AUD, BGN, BRL, CAD, CNY, CZK, EUR, GBP, HKD, HRK, HUF, CHF, IDR, ILS, INR, JPY, KRW, MXN, MYR, NOK, NZD, PHP, PLN, RON, RUB, SEK, SGD, THB, TRY, ZAR).

Rates are available for all working days from 4th of January 1999 up to present.",Currency Rates,extractor,{},https://syrup.keboola.com/docker/keboola.ex-currency
108,,{},"{u'definition': {u'tag': u'1.0.6', u'type': u'quayio', u'uri': u'keboola/db-extractor-db2'}, u'process_timeout': 3600, u'configuration_format': u'yaml', u'memory': u'256m', u'synchronous_actions': [u'testConnection'], u'cpu_shares': 1024}","IBM DB2 for Linux, UNIX and Windows is a next generation data platform for transactional and analytical operations.",https://github.com/keboola/db-extractor-db2,{},"[encrypt, genericDockerUI]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-db2-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-db2-64-1.png,keboola.ex-db-db2,Extracts data from [IBM DB2](http://www.ibm.com/analytics/us/en/technology/db2/) Database. (DB2 databases running on AS400 are only supported on request).,DB2,extractor,{},https://syrup.keboola.com/docker/keboola.ex-db-db2
109,,{},"{u'definition': {u'tag': u'1.2.3', u'type': u'quayio', u'uri': u'keboola/db-extractor-db2-bata'}, u'process_timeout': 14400, u'configuration_format': u'yaml', u'memory': u'256m', u'synchronous_actions': [u'testConnection'], u'cpu_shares': 1024}","IBM DB2 for Linux, UNIX and Windows is a next generation data platform for transactional and analytical operations.",https://github.com/keboola/db-extractor-db2,{},"[encrypt, genericDockerUI, excludeFromNewList]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-db2-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-db2-64-1.png,keboola.ex-db-db2-bata,,DB2 (Bata),extractor,{},https://syrup.keboola.com/docker/keboola.ex-db-db2-bata
110,,{},"{u'definition': {u'tag': u'1.5.1', u'type': u'quayio', u'uri': u'keboola/db-extractor-firebird'}, u'process_timeout': 10800, u'configuration_format': u'yaml', u'memory': u'256m', u'synchronous_actions': [u'testConnection'], u'cpu_shares': 1024}",True universal open source database,https://github.com/keboola/db-extractor-firebird,{},"[genericDockerUI, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-firebird-32-2.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-firebird-64-2.png,keboola.ex-db-firebird,Extracts data from [Firebird](http://www.firebirdsql.org/) Database,Firebird,extractor,{},https://syrup.keboola.com/docker/keboola.ex-db-firebird
111,,{},"{u'definition': {u'tag': u'1.1.0', u'type': u'quayio-private', u'uri': u'keboola/db-extractor-impala', u'repository': {u'username': u'keboola+impalabot', u'#password': u'KBC::Encrypted==XaDBSu4N45C21imIAa0xYO6CDqZ7LgE3FAsxlvsKxiiOIUZnXgU74tuJmYdkFN+4Zkl2sE7TBbM38Zaew11OQpZq5Wom0w8midLGERpBwlSTBtdMeUnEbiYfZNSeoapXOuQvYfvyqEQsoSZXvR8HSxbTxUz/iTSAmjuUShnG9rY='}}, u'process_timeout': 3600, u'configuration_format': u'yaml', u'memory': u'256m', u'synchronous_actions': [u'testConnection'], u'cpu_shares': 1024}",Native analytic database for Apache Hadoop.,https://github.com/keboola/db-extractor-impala-readme,{},"[encrypt, genericDockerUI]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-impala-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-impala-64-1.png,keboola.ex-db-impala,Extracts data from [Cloudera Impala](https://www.cloudera.com/products/apache-hadoop/impala.html) Database,Cloudera Impala,extractor,{},https://syrup.keboola.com/docker/keboola.ex-db-impala
112,,{},"{u'definition': {u'tag': u'0.0.9', u'type': u'quayio', u'uri': u'keboola/db-extractor-mssql'}, u'configuration_format': u'yaml', u'process_timeout': 10800, u'synchronous_actions': [u'testConnection']}",Microsoft SQL Server is a relational database management system developed by Microsoft,https://github.com/keboola/db-extractor-mssql,{},"[encrypt, genericDockerUI]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-mssql-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-mssql-64-1.png,keboola.ex-db-mssql,Extracts data from [Microsoft SQL Server](https://en.wikipedia.org/wiki/Microsoft_SQL_Server) Database,SQL Server,extractor,{},https://syrup.keboola.com/docker/keboola.ex-db-mssql
113,,{},"{u'definition': {u'tag': u'1.0.0', u'type': u'quayio', u'uri': u'keboola/db-extractor-mysql'}, u'configuration_format': u'yaml', u'synchronous_actions': [u'testConnection'], u'process_timeout': 25200, u'memory': u'1024m'}",World's most popular open source database,http://wiki.keboola.com/home/keboola-connection/user-space/extractors/next-generation-generic-extractor-tutorial/ex-db-mysql,{},"[encrypt, genericDockerUI]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/wr-db-mysql-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/wr-db-mysql-64-1.png,keboola.ex-db-mysql,Extracts data from [MySQL](https://www.mysql.com/) Database.,MySQL,extractor,{},https://syrup.keboola.com/docker/keboola.ex-db-mysql
114,,{},"{u'definition': {u'tag': u'0.0.2', u'type': u'quayio', u'uri': u'keboola/db-extractor-mysql-php55'}, u'configuration_format': u'yaml', u'synchronous_actions': [u'testConnection'], u'process_timeout': 18000, u'memory': u'512m'}",World's most popular open source database,https://github.com/keboola/db-extractor-mysql-php55/blob/master/README.md,{},"[encrypt, genericDockerUI, excludeFromNewList]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/wr-db-mysql-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/wr-db-mysql-64-1.png,keboola.ex-db-mysql-custom,Extracts data from [MySQL](https://www.mysql.com/) Database.,MySQL (SSL CN validation off),extractor,{},https://syrup.keboola.com/docker/keboola.ex-db-mysql-custom
115,,{},"{u'definition': {u'tag': u'0.0.5', u'type': u'quayio-private', u'uri': u'keboola/db-extractor-oracle', u'repository': {u'username': u'keboola+exoraclebot', u'#password': u'KBC::Encrypted==St9AThlJN0YYDwTDilsWfdFhju7P2dmJ+vhcAwNUf6BArdUXuKFpgbRfn545m8/CkXiNl12jPk/cKSQQb7bHz69MFstNSXcYSIH5G42AvMfBDvu/L4ZNzgQDCabKuosMp2t8064m8OArsL5cKDdOWFkGxKDVSxgQf31bipVw4Js='}}, u'configuration_format': u'yaml', u'synchronous_actions': [u'testConnection']}",Object-relational database system,,{},"[encrypt, genericDockerUI]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-oracle-32-2.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-oracle-64-1.png,keboola.ex-db-oracle,Extracts data from [Oracle](http://www.oracle.com/index.html) Database,Oracle,extractor,{},https://syrup.keboola.com/docker/keboola.ex-db-oracle
116,,{},"{u'definition': {u'tag': u'0.6.8', u'type': u'quayio', u'uri': u'keboola/db-extractor-pgsql'}, u'process_timeout': 18000, u'configuration_format': u'yaml', u'memory': u'1024m', u'synchronous_actions': [u'testConnection'], u'cpu_shares': 1024}",The world's most advanced open source database.,https://github.com/keboola/db-extractor-pgsql,{},"[encrypt, genericDockerUI]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-pgsql-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-pgsql-64-1.png,keboola.ex-db-pgsql,Extracts data from [PostgreSQL](http://www.postgresql.org/) Database,PostgreSQL,extractor,{},https://syrup.keboola.com/docker/keboola.ex-db-pgsql
117,,{},"{u'definition': {u'tag': u'0.2.3', u'type': u'quayio', u'uri': u'keboola/db-extractor-redshift'}, u'process_timeout': 3600, u'configuration_format': u'yaml', u'memory': u'1024m', u'synchronous_actions': [u'testConnection'], u'cpu_shares': 1024}","Amazon Redshift is a fast, fully managed, petabyte-scale data warehouse solution",https://github.com/keboola/db-extractor-redshift,{},"[encrypt, genericDockerUI]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-redshift-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-db-redshift-64-1.png,keboola.ex-db-redshift,Reads data from your Redshift database.,Redshift,extractor,{},https://syrup.keboola.com/docker/keboola.ex-db-redshift
118,,{},"{u'definition': {u'tag': u'v0.1.0', u'type': u'quayio', u'uri': u'keboola/dynamodb-extractor'}, u'default_bucket_stage': u'in', u'process_timeout': 7200, u'configuration_format': u'json', u'memory': u'1024m', u'synchronous_actions': [u'testConnection'], u'default_bucket': True, u'cpu_shares': 1024}",Amazon DynamoDB is a fully managed NoSQL database service that provides fast and predictable performance with seamless scalability.,,{},"[encrypt, genericDockerUI, excludeFromNewList]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-dynamodb-32.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-dynamodb-64.png,keboola.ex-dynamodb,,DynamoDB,extractor,{},https://syrup.keboola.com/docker/keboola.ex-dynamodb
119,,{},"{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'memory': u'256m', u'configuration_format': u'yaml', u'process_timeout': 3600, u'cpu_shares': 1024}",End-to-end search and analytics platform,http://wiki.keboola.com/home/keboola-connection/user-space/extractors/next-generation-generic-extractor-tutorial/elasticsearch,{},"[genericUI, encrypt, excludeFromNewList]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/elastic-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/elastic-64-1.png,keboola.ex-elasticsearch,,Elastic,extractor,{},https://syrup.keboola.com/docker/keboola.ex-elasticsearch
120,,{},{},TBA,,{},"[genericDockerUI, genericDockerUI-authorization, encrypt, excludeFromNewList]",False,False,,,keboola.ex-facebook-ads,,facebook ads WIP,extractor,{},https://syrup.keboola.com/docker/keboola.ex-facebook-ads
121,,{},"{u'definition': {u'tag': u'0.0.4', u'type': u'quayio', u'uri': u'keboola/facebook-graph-api-extractor'}, u'process_timeout': 21600, u'configuration_format': u'json', u'memory': u'256m', u'default_bucket': True, u'cpu_shares': 1024}","Product available to all Pages and Apps on Facebook, and any domains claimed by a site developer using the Insights dashboard",,{},"[genericDockerUI, encrypt, genericDockerUI-authorization]",False,False,,,keboola.ex-facebook-insights-v2,,Facebook Insights,extractor,{},https://syrup.keboola.com/docker/keboola.ex-facebook-insights-v2
122,,{},{},TBA,,{},"[encrypt, excludeFromNewList]",False,False,,,keboola.ex-fb-ads,,Facebook Ads(WIP),extractor,{},https://syrup.keboola.com/foo
123,,"{u'type': u'object', u'properties': {u'username': {u'minLength': 1, u'required': True, u'type': u'string', u'description': u'', u'title': u'FlexiBee Login'}, u'domain': {u'minLength': 1, u'required': True, u'type': u'string', u'description': u'We have ""keboola_s_r_o_"" (...flexibee.eu/c/keboola_s_r_o_/...)', u'title': u'FlexiBee Company Account'}, u'#password': {u'description': u'', u'format': u'password', u'minLength': 1, u'required': True, u'title': u'FlexiBee Password', u'type': u'string'}}, u'title': u'Authorization'}","{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'image_parameters': {u'default_bucket': True}, u'default_bucket_stage': u'in', u'process_timeout': 10800, u'configuration_format': u'yaml', u'memory': u'512m', u'default_bucket': True, u'cpu_shares': 1024}",Cloud Accounting software,https://github.com/keboola/generic-extractor,{},"[genericTemplatesUI, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-flexibee32.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-flexibee64.png,keboola.ex-flexibee,"Extracts data from [Abra FlexiBee](https://www.flexibee.eu/).

Full API documentation (in czech) is described [here](https://www.flexibee.eu/api/dokumentace/).",FlexiBee,extractor,{},https://syrup.keboola.com/docker/keboola.ex-flexibee
124,,{},"{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'default_bucket_stage': u'in', u'process_timeout': 10800, u'configuration_format': u'yaml', u'memory': u'512m', u'default_bucket': True, u'cpu_shares': 1024}",Google's free online calendar,,{},"[genericDockerUI, genericTemplatesUI, encrypt, genericDockerUI-authorization]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/gcalendar-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/gcalendar-64-1.png,keboola.ex-gcalendar,This extractor can download all your calendars available in your account with events and details. It can also be usede for downloading Google owned calendars with all national holidays as well.,Google Calendar,extractor,{},https://syrup.keboola.com/docker/keboola.ex-gcalendar
125,,{},"{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'default_bucket_stage': u'in', u'process_timeout': 10800, u'configuration_format': u'yaml', u'memory': u'512m', u'default_bucket': True, u'cpu_shares': 1024}",Generic HTTP API extractor,https://github.com/keboola/generic-extractor#api-definition,{},"[genericUI, excludeFromNewList, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/generic-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/generic-64-1.png,keboola.ex-generic,,Generic Extractor,extractor,{},https://syrup.keboola.com/docker/keboola.ex-generic
126,,{},"{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'image_parameters': {u'default_bucket': True}, u'default_bucket_stage': u'in', u'process_timeout': 10800, u'configuration_format': u'yaml', u'memory': u'512m', u'default_bucket': True, u'cpu_shares': 1024}",Home for your software projects,https://developer.github.com/v3/,{},"[genericTemplatesUI, genericDockerUI-authorization, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-github-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-github-64-1.png,keboola.ex-github,"Extracts data from [GitHub.com](https://www.github.com/).

Full API documentation is described [here](https://developer.github.com/v3/).",GitHub,extractor,{},https://syrup.keboola.com/docker/keboola.ex-github
127,,"{u'required': [u'queries'], u'type': u'object', u'properties': {u'queries': {u'items': {u'required': [u'query'], u'type': u'object', u'properties': {u'query': {u'minLength': 1, u'type': u'string', u'title': u'Query'}, u'headers': {u'items': {u'minLength': 1, u'type': u'string', u'title': u'Header'}, u'title': u'Headers', u'type': u'array', u'format': u'table'}}, u'title': u'Query'}, u'title': u'Queries', u'type': u'array', u'format': u'table'}}, u'title': u'Configuration'}","{u'definition': {u'tag': u'1.1.0', u'type': u'quayio', u'uri': u'keboola/gmail-extractor'}, u'default_bucket_stage': u'in', u'configuration_format': u'yaml', u'memory': u'128m', u'default_bucket': True, u'cpu_shares': 1024}","Google-owned, web-based email service provides details of storage, options and links to related services.",https://github.com/keboola/gmail-extractor/blob/master/UI.md,{},"[encrypt, genericDockerUI, genericDockerUI-authorization]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-gmail-32.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-gmail-64.png,keboola.ex-gmail,,Gmail,extractor,{},https://syrup.keboola.com/docker/keboola.ex-gmail
128,,{},"{u'definition': {u'tag': u'1.6.2', u'type': u'quayio', u'uri': u'keboola/google-analytics-extractor'}, u'process_timeout': 21600, u'configuration_format': u'yaml', u'memory': u'256m', u'synchronous_actions': [u'sample', u'segments'], u'default_bucket': False, u'cpu_shares': 1024}",Get the data you need to make intelligent marketing and business decisions with Google Analytics.,https://help.keboola.com/extractors/google-analytics/,{},"[genericDockerUI, encrypt, genericDockerUI-authorization]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-google-analytics-v4-32-02.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-google-analytics-v4-64-02.png,keboola.ex-google-analytics-v4,,Google Analytics,extractor,{},https://syrup.keboola.com/docker/keboola.ex-google-analytics-v4
129,,{},"{u'definition': {u'tag': u'0.1.7', u'type': u'quayio', u'uri': u'keboola/google-bigquery-extractor'}, u'configuration_format': u'yaml', u'synchronous_actions': [u'listProjects', u'listBuckets'], u'process_timeout': 7200, u'memory': u'512m'}",Analyze Big Data in the cloud with BigQuery,https://github.com/keboola/google-bigquery-extractor/blob/master/README.md,{},"[encrypt, genericDockerUI, genericDockerUI-authorization]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-google-bigquery-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/ex-google-bigquery-64-1.png,keboola.ex-google-bigquery,,Google BigQuery,extractor,{},https://syrup.keboola.com/docker/keboola.ex-google-bigquery
130,,{},"{u'definition': {u'tag': u'1.0.21', u'type': u'quayio', u'uri': u'keboola/google-drive-extractor'}, u'process_timeout': 3600, u'configuration_format': u'yaml', u'memory': u'256m', u'synchronous_actions': [], u'default_bucket': False, u'cpu_shares': 1024}",Online document and file storage,https://github.com/keboola/google-drive-extractor/blob/master/README.md,{},"[genericDockerUI, encrypt, genericDockerUI-authorization]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/Google-Drive-icon-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/Google-Drive-icon-64-1.png,keboola.ex-google-drive,,Google Drive,extractor,{},https://syrup.keboola.com/docker/keboola.ex-google-drive
131,"Get information from google plus profile (people, activities, activity re-share, plus, comments).",{},"{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'image_parameters': {u'default_bucket': True}, u'default_bucket_stage': u'in', u'process_timeout': 10800, u'configuration_format': u'yaml', u'memory': u'512m', u'default_bucket': True, u'cpu_shares': 1024}",Extract information from Google+,https://www.googleapis.com/plus/v1/,{},"[genericTemplatesUI, genericDockerUI-authorization, encrypt, excludeFromNewList]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-googleplus-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-googleplus-64-1.png,keboola.ex-googleplus,,Google+ Extractor (Beta),extractor,{},https://syrup.keboola.com/docker/keboola.ex-googleplus
132,,"{u'type': u'object', u'properties': {u'#hkey': {u'links': [{u'href': u'https://app.hubspot.com/keys/get', u'rel': u'Get your HubSpot API Key'}], u'format': u'password', u'minLength': 1, u'required': True, u'title': u'API Key', u'type': u'string'}}, u'title': u'Config'}","{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'image_parameters': {u'default_bucket': True}, u'default_bucket_stage': u'in', u'process_timeout': 10800, u'configuration_format': u'yaml', u'memory': u'512m', u'default_bucket': True, u'cpu_shares': 1024}","HubSpot is an inbound marketing and sales platform that helps companies attract visitors, convert leads, and close customers. This application extracts data from the Hubspot CRM.",,{},"[genericTemplatesUI, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-hubspot-32.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/keboola.ex-hubspot-64.png,keboola.ex-hubspot,,HubSpot CRM,extractor,{},https://syrup.keboola.com/docker/keboola.ex-hubspot
133,,"{u'type': u'object', u'properties': {u'username': {u'minLength': 1, u'required': True, u'type': u'string', u'description': u'Application ID (https://developers.intercom.io/page/getting-started)', u'title': u'App ID'}, u'outputBucket': {u'description': u'Storage bucket for storing results, prefix in.c- added automatically.', u'title': u'Output bucket', u'default': u'intercom', u'minLength': 4, u'required': True, u'type': u'string'}, u'#password': {u'description': u'Read-only Access API Key (https://developers.intercom.io/page/getting-started)', u'format': u'password', u'minLength': 1, u'required': True, u'title': u'API key', u'type': u'string'}}, u'title': u'Authorization'}","{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'image_parameters': {u'default_bucket': True}, u'default_bucket_stage': u'in', u'process_timeout': 10800, u'configuration_format': u'yaml', u'memory': u'512m', u'default_bucket': True, u'cpu_shares': 1024}",A fundamentally new way to communicate with your customers,https://github.com/keboola/generic-extractor,{},"[genericTemplatesUI, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/intercom32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/intercom64-1.png,keboola.ex-intercom,"Extracts data from [Intercom.io](https://www.intercom.io/).

Obtaining App ID and API Keys is described [here](https://developers.intercom.io/page/getting-started).",Intercom.io,extractor,{},https://syrup.keboola.com/docker/keboola.ex-intercom
134,,{},"{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'default_bucket_stage': u'in', u'process_timeout': 3600, u'configuration_format': u'yaml', u'memory': u'512m', u'default_bucket': True, u'cpu_shares': 1024}",World's largest professional network.,https://github.com/keboola/generic-extractor,{},"[genericDockerUI, excludeFromNewList, encrypt, genericDockerUI-authorization]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/linkedin-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/linkedin-64-1.png,keboola.ex-linkedin,,LinkedIn,extractor,{},https://syrup.keboola.com/docker/keboola.ex-linkedin
135,,"{u'requiredProperties': [u'outputBucket', u'username', u'#password', u'dc'], u'type': u'object', u'properties': {u'username': {u'minLength': 1, u'required': True, u'type': u'string', u'title': u'Username'}, u'outputBucket': {u'description': u'Storage bucket for storing results, prefix in.c- added automatically.', u'title': u'Output bucket', u'default': u'mailchimp', u'minLength': 4, u'required': True, u'type': u'string'}, u'#password': {u'minLength': 1, u'required': True, u'type': u'string', u'links': [{u'href': u'http://kb.mailchimp.com/accounts/management/about-api-keys', u'rel': u'Get Mailchimp API Key'}], u'title': u'Mailchimp API Key'}, u'dc': {u'minLength': 2, u'required': True, u'type': u'string', u'description': u'Last part of your API Key after dash (e.g.: us13)', u'title': u'Datacenter'}}, u'title': u'Mailchimp Extractor config'}","{u'definition': {u'type': u'dockerhub', u'uri': u'keboola/docker-generic-extractor'}, u'memory': u'256m', u'configuration_format': u'yaml', u'process_timeout': 14400, u'cpu_shares': 1024}",Send Better Email,,{},"[genericTemplatesUI, genericDockerUI, encrypt]",False,False,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/mailchimp-32-1.png,https://d3iz2gfan5zufq.cloudfront.net/images/cloud-services/mailchimp-64-1.png,keboola.ex-mailchimp,Extract data such as campaigns and clicks from mailing lists sent by MailChimp service.,Mailchimp,extractor,{},https://syrup.keboola.com/docker/keboola.ex-mailchimp
